Start,Finish,Distance (mi),Flights Climbed (count),Steps (count)
4/24/2016 0:00,4/25/2016 0:00,4.157880478,14,9250
4/25/2016 0:00,4/26/2016 0:00,3.917826145,17,8909
4/26/2016 0:00,4/27/2016 0:00,3.035261572,18,6474
4/27/2016 0:00,4/28/2016 0:00,3.297200598,8,6996
4/28/2016 0:00,4/29/2016 0:00,4.537333224,16,10796
4/29/2016 0:00,4/30/2016 0:00,3.116151674,9,6794
4/30/2016 0:00,5/1/2016 0:00,3.565795826,18,8458
5/1/2016 0:00,5/2/2016 0:00,2.664539092,9,6584
5/2/2016 0:00,5/3/2016 0:00,4.15944012,19,10523
5/3/2016 0:00,5/4/2016 0:00,4.116040304,18,10017
5/4/2016 0:00,5/5/2016 0:00,4.731368806,13,11826
5/5/2016 0:00,5/6/2016 0:00,4.793524567,8,11042
5/6/2016 0:00,5/7/2016 0:00,4.367879086,15,9381
5/7/2016 0:00,5/8/2016 0:00,9.261934335,35,22621.27065
5/8/2016 0:00,5/9/2016 0:00,5.261374829,29,13695.72935
5/9/2016 0:00,5/10/2016 0:00,4.424672413,18,9830
5/10/2016 0:00,5/11/2016 0:00,3.476633958,12,8749
5/11/2016 0:00,5/12/2016 0:00,3.279516374,11,7652
5/12/2016 0:00,5/13/2016 0:00,4.81030641,12,11076
5/13/2016 0:00,5/14/2016 0:00,3.102239173,4,7582
5/14/2016 0:00,5/15/2016 0:00,2.701920783,1,6152
5/15/2016 0:00,5/16/2016 0:00,3.087501965,4,7042.316196
5/16/2016 0:00,5/17/2016 0:00,3.297602773,19,8264.683804
5/17/2016 0:00,5/18/2016 0:00,4.568544699,20,9983
5/18/2016 0:00,5/19/2016 0:00,3.293882476,12,7883
5/19/2016 0:00,5/20/2016 0:00,4.079494502,12,8978
5/20/2016 0:00,5/21/2016 0:00,4.49622952,9,9459
5/21/2016 0:00,5/22/2016 0:00,4.574683846,16,10789
5/22/2016 0:00,5/23/2016 0:00,4.372241112,12,10343
5/23/2016 0:00,5/24/2016 0:00,3.392456802,15,7502
5/24/2016 0:00,5/25/2016 0:00,3.190778354,11,6902
5/25/2016 0:00,5/26/2016 0:00,4.283621152,13,9762
5/26/2016 0:00,5/27/2016 0:00,3.854719687,10,8599
5/27/2016 0:00,5/28/2016 0:00,2.875929571,9,6796
5/28/2016 0:00,5/29/2016 0:00,3.784883779,10,10039
5/29/2016 0:00,5/30/2016 0:00,4.460972918,21,11190
5/30/2016 0:00,5/31/2016 0:00,3.685240694,9,8336
5/31/2016 0:00,6/1/2016 0:00,3.888478784,17,8715
6/1/2016 0:00,6/2/2016 0:00,2.977896584,13,6938
6/2/2016 0:00,6/3/2016 0:00,4.135796946,14,9502
6/3/2016 0:00,6/4/2016 0:00,3.955810566,11,9141
6/4/2016 0:00,6/5/2016 0:00,4.320642448,13,9788
6/5/2016 0:00,6/6/2016 0:00,4.821834238,14,11058
6/6/2016 0:00,6/7/2016 0:00,5.144195399,17,11849
6/7/2016 0:00,6/8/2016 0:00,4.790840243,17,10664
6/8/2016 0:00,6/9/2016 0:00,3.805500875,13,8771
6/9/2016 0:00,6/10/2016 0:00,3.325876879,11,7192
6/10/2016 0:00,6/11/2016 0:00,8.398744753,10,18681.67469
6/11/2016 0:00,6/12/2016 0:00,17.62926241,37,38577.14447
6/12/2016 0:00,6/13/2016 0:00,5.56693736,17,12356.31439
6/13/2016 0:00,6/14/2016 0:00,4.923183349,11,10877.86645
6/14/2016 0:00,6/15/2016 0:00,5.385169707,11,11952
6/15/2016 0:00,6/16/2016 0:00,4.698449461,0,10967
6/16/2016 0:00,6/17/2016 0:00,4.233445429,14,9474
6/17/2016 0:00,6/18/2016 0:00,6.599102598,6,14441
6/18/2016 0:00,6/19/2016 0:00,4.202370655,8,9301
6/19/2016 0:00,6/20/2016 0:00,5.652408683,3,12353
6/20/2016 0:00,6/21/2016 0:00,4.082157816,14,9340
6/21/2016 0:00,6/22/2016 0:00,3.881889845,17,8773
6/22/2016 0:00,6/23/2016 0:00,2.545254464,17,6179
6/23/2016 0:00,6/24/2016 0:00,4.000872405,12,10296
6/24/2016 0:00,6/25/2016 0:00,5.622278394,15,12215
6/25/2016 0:00,6/26/2016 0:00,4.870872853,17,10833
6/26/2016 0:00,6/27/2016 0:00,4.157223795,13,9921
6/27/2016 0:00,6/28/2016 0:00,3.578948938,16,7631
6/28/2016 0:00,6/29/2016 0:00,3.765111747,14,9327
6/29/2016 0:00,6/30/2016 0:00,4.287715989,10,9502
6/30/2016 0:00,7/1/2016 0:00,3.556623071,9,8422
7/1/2016 0:00,7/2/2016 0:00,3.909510819,5,8941
7/2/2016 0:00,7/3/2016 0:00,13.67218555,21,31162
7/3/2016 0:00,7/4/2016 0:00,10.59649541,30,24723
7/4/2016 0:00,7/5/2016 0:00,10.93979581,37,24712
7/5/2016 0:00,7/6/2016 0:00,3.936485922,21,8777
7/6/2016 0:00,7/7/2016 0:00,3.937710023,10,8779
7/7/2016 0:00,7/8/2016 0:00,3.62132024,13,8928
7/8/2016 0:00,7/9/2016 0:00,4.965420693,19,11381
7/9/2016 0:00,7/10/2016 0:00,4.966495665,16,11737
7/10/2016 0:00,7/11/2016 0:00,4.080457627,12,10343
7/11/2016 0:00,7/12/2016 0:00,3.560879464,15,8102
7/12/2016 0:00,7/13/2016 0:00,3.782479072,17,8622
7/13/2016 0:00,7/14/2016 0:00,3.837961306,13,8516
7/14/2016 0:00,7/15/2016 0:00,4.485001342,8,9711
7/15/2016 0:00,7/16/2016 0:00,6.789474469,11,16846
7/16/2016 0:00,7/17/2016 0:00,4.776704048,18,10780
7/17/2016 0:00,7/18/2016 0:00,7.578222022,14,17229
7/18/2016 0:00,7/19/2016 0:00,4.111886582,13,9173
7/19/2016 0:00,7/20/2016 0:00,3.447814762,13,7882
7/20/2016 0:00,7/21/2016 0:00,4.0617295,13,9130
7/21/2016 0:00,7/22/2016 0:00,3.927674879,12,8712
7/22/2016 0:00,7/23/2016 0:00,5.390252177,14,12229
7/23/2016 0:00,7/24/2016 0:00,4.114974797,14,9350
7/24/2016 0:00,7/25/2016 0:00,4.936110614,12,11018
7/25/2016 0:00,7/26/2016 0:00,3.826459725,12,8415
7/26/2016 0:00,7/27/2016 0:00,4.35082452,16,9458
7/27/2016 0:00,7/28/2016 0:00,4.176378698,12,9100
7/28/2016 0:00,7/29/2016 0:00,3.954163933,11,8754
7/29/2016 0:00,7/30/2016 0:00,3.147288585,7,6959
7/30/2016 0:00,7/31/2016 0:00,3.955736002,17,8771
7/31/2016 0:00,8/1/2016 0:00,6.818939891,12,15586
8/1/2016 0:00,8/2/2016 0:00,3.810061739,18,8708
8/2/2016 0:00,8/3/2016 0:00,3.144187942,11,7077
8/3/2016 0:00,8/4/2016 0:00,4.487660811,10,9964
8/4/2016 0:00,8/5/2016 0:00,2.620166975,7,5922
8/5/2016 0:00,8/6/2016 0:00,4.865131383,12,10793
8/6/2016 0:00,8/7/2016 0:00,5.887256081,21,13115
8/7/2016 0:00,8/8/2016 0:00,5.76895321,13,13621
8/8/2016 0:00,8/9/2016 0:00,4.308637557,20,9548
8/9/2016 0:00,8/10/2016 0:00,3.951255915,20,8752
8/10/2016 0:00,8/11/2016 0:00,3.895245516,11,8271
8/11/2016 0:00,8/12/2016 0:00,5.003635021,15,10975
8/12/2016 0:00,8/13/2016 0:00,4.054810459,8,8955
8/13/2016 0:00,8/14/2016 0:00,6.474700251,19,14488
8/14/2016 0:00,8/15/2016 0:00,9.37992126,15,21406
8/15/2016 0:00,8/16/2016 0:00,3.110826523,14,6905
8/16/2016 0:00,8/17/2016 0:00,5.090608347,14,11228
8/17/2016 0:00,8/18/2016 0:00,3.892859451,11,9064
8/18/2016 0:00,8/19/2016 0:00,6.322569942,12,13956
8/19/2016 0:00,8/20/2016 0:00,2.510215342,2,5398
8/20/2016 0:00,8/21/2016 0:00,3.929924242,0,8677
8/21/2016 0:00,8/22/2016 0:00,4.363858815,0,9583
8/22/2016 0:00,8/23/2016 0:00,6.060906884,1,13203
8/23/2016 0:00,8/24/2016 0:00,6.948390152,3,15069
8/24/2016 0:00,8/25/2016 0:00,3.860280959,11,8352
8/25/2016 0:00,8/26/2016 0:00,4.420944186,12,9847
8/26/2016 0:00,8/27/2016 0:00,3.894891335,9,8354
8/27/2016 0:00,8/28/2016 0:00,5.493399795,13,12580
8/28/2016 0:00,8/29/2016 0:00,5.152540414,20,12144
8/29/2016 0:00,8/30/2016 0:00,3.225885827,16,7423
8/30/2016 0:00,8/31/2016 0:00,3.325901734,8,7816
8/31/2016 0:00,9/1/2016 0:00,3.315133371,11,7309
9/1/2016 0:00,9/2/2016 0:00,3.522652708,9,7746
9/2/2016 0:00,9/3/2016 0:00,3.438040593,7,7328
9/3/2016 0:00,9/4/2016 0:00,3.951459489,16,8814
9/4/2016 0:00,9/5/2016 0:00,6.235490983,12,14561
9/5/2016 0:00,9/6/2016 0:00,3.397800595,8,8280
9/6/2016 0:00,9/7/2016 0:00,3.821457687,20,8946
9/7/2016 0:00,9/8/2016 0:00,3.279385886,11,8065
9/8/2016 0:00,9/9/2016 0:00,4.434328521,9,9816
9/9/2016 0:00,9/10/2016 0:00,2.280960441,8,4927
9/10/2016 0:00,9/11/2016 0:00,3.839589298,12,8731
9/11/2016 0:00,9/12/2016 0:00,6.482679927,17,14766
9/12/2016 0:00,9/13/2016 0:00,3.888528494,14,8359
9/13/2016 0:00,9/14/2016 0:00,2.716585143,9,6002
9/14/2016 0:00,9/15/2016 0:00,2.982923477,13,6793
9/15/2016 0:00,9/16/2016 0:00,3.714383003,11,8033
9/16/2016 0:00,9/17/2016 0:00,4.211796856,9,9077
9/17/2016 0:00,9/18/2016 0:00,4.712280283,17,10803
9/18/2016 0:00,9/19/2016 0:00,4.844508073,13,11185
9/19/2016 0:00,9/20/2016 0:00,4.681547057,8,10203
9/20/2016 0:00,9/21/2016 0:00,4.394127783,13,9789
9/21/2016 0:00,9/22/2016 0:00,4.138027668,10,9260
9/22/2016 0:00,9/23/2016 0:00,4.097626114,14,9181
9/23/2016 0:00,9/24/2016 0:00,4.129148274,9,9601
9/24/2016 0:00,9/25/2016 0:00,4.612109033,19,10349
9/25/2016 0:00,9/26/2016 0:00,7.396274507,10,16877
9/26/2016 0:00,9/27/2016 0:00,3.674857582,14,8285
9/27/2016 0:00,9/28/2016 0:00,3.280498141,12,7675
9/28/2016 0:00,9/29/2016 0:00,4.223795534,10,9828
9/29/2016 0:00,9/30/2016 0:00,4.54892801,13,9756
9/30/2016 0:00,10/1/2016 0:00,4.642891762,11,10580
10/1/2016 0:00,10/2/2016 0:00,4.783341416,8,10585
10/2/2016 0:00,10/3/2016 0:00,6.327618247,12,13997
10/3/2016 0:00,10/4/2016 0:00,3.91249478,15,8473
10/4/2016 0:00,10/5/2016 0:00,4.576801223,17,10199
10/5/2016 0:00,10/6/2016 0:00,3.315189295,13,7215
10/6/2016 0:00,10/7/2016 0:00,3.771306818,12,8271
10/7/2016 0:00,10/8/2016 0:00,2.953445628,9,6292
10/8/2016 0:00,10/9/2016 0:00,4.415668745,14,10031
10/9/2016 0:00,10/10/2016 0:00,3.23392637,13,7216
10/10/2016 0:00,10/11/2016 0:00,3.8191524,12,8613
10/11/2016 0:00,10/12/2016 0:00,4.713914489,16,10498
10/12/2016 0:00,10/13/2016 0:00,4.004426648,12,8724
10/13/2016 0:00,10/14/2016 0:00,2.510053786,11,5431
10/14/2016 0:00,10/15/2016 0:00,3.400722989,12,7976
10/15/2016 0:00,10/16/2016 0:00,5.505837131,15,12913
10/16/2016 0:00,10/17/2016 0:00,4.076232303,14,9031
10/17/2016 0:00,10/18/2016 0:00,1.082596387,3,2341
10/18/2016 0:00,10/19/2016 0:00,2.301552682,3,4945
10/19/2016 0:00,10/20/2016 0:00,2.254440319,7,5031
10/20/2016 0:00,10/21/2016 0:00,2.050152112,9,4489
10/21/2016 0:00,10/22/2016 0:00,3.653074462,10,7604
10/22/2016 0:00,10/23/2016 0:00,3.786872167,23,8745
10/23/2016 0:00,10/24/2016 0:00,3.069418347,13,6794
10/24/2016 0:00,10/25/2016 0:00,3.515724061,12,8478
10/25/2016 0:00,10/26/2016 0:00,4.439100652,17,11149
10/26/2016 0:00,10/27/2016 0:00,4.713653513,12,10926
10/27/2016 0:00,10/28/2016 0:00,2.552356737,10,6215
10/28/2016 0:00,10/29/2016 0:00,2.969010976,13,7147
10/29/2016 0:00,10/30/2016 0:00,4.285416915,19,9254
10/30/2016 0:00,10/31/2016 0:00,2.752736519,9,6346
10/31/2016 0:00,11/1/2016 0:00,3.673763981,15,7783
11/1/2016 0:00,11/2/2016 0:00,3.167694415,17,6650
11/2/2016 0:00,11/3/2016 0:00,4.815378191,13,10576
11/3/2016 0:00,11/4/2016 0:00,3.306235336,12,7062
11/4/2016 0:00,11/5/2016 0:00,4.016704943,10,9880
11/5/2016 0:00,11/6/2016 0:00,3.987475642,15,8583
11/6/2016 0:00,11/7/2016 0:00,4.637361558,11,10302
11/7/2016 0:00,11/8/2016 0:00,3.169039838,14,7322
11/8/2016 0:00,11/9/2016 0:00,3.100575676,15,7524
11/9/2016 0:00,11/10/2016 0:00,3.417286795,12,8084
11/10/2016 0:00,11/11/2016 0:00,2.875047224,10,6244
11/11/2016 0:00,11/12/2016 0:00,2.491431291,13,5326
11/12/2016 0:00,11/13/2016 0:00,3.751969747,11,8045
11/13/2016 0:00,11/14/2016 0:00,5.785537461,15,13502
11/14/2016 0:00,11/15/2016 0:00,5.469762835,18,11844
11/15/2016 0:00,11/16/2016 0:00,4.166393263,19,9034
11/16/2016 0:00,11/17/2016 0:00,2.72026366,11,6361
11/17/2016 0:00,11/18/2016 0:00,2.9676626,7,6551
11/18/2016 0:00,11/19/2016 0:00,4.123338453,11,9706
11/19/2016 0:00,11/20/2016 0:00,4.019818013,15,8641
11/20/2016 0:00,11/21/2016 0:00,5.439514485,25,12944
11/21/2016 0:00,11/22/2016 0:00,3.243880736,21,8336
11/22/2016 0:00,11/23/2016 0:00,4.297577149,25,10939
11/23/2016 0:00,11/24/2016 0:00,5.401604629,19,13686
11/24/2016 0:00,11/25/2016 0:00,1.093899129,0,2799
11/25/2016 0:00,11/26/2016 0:00,1.079880995,0,2551
11/26/2016 0:00,11/27/2016 0:00,2.291076364,0,5674
11/27/2016 0:00,11/28/2016 0:00,2.101868836,0,5334
11/28/2016 0:00,11/29/2016 0:00,1.034850225,0,2411
11/29/2016 0:00,11/30/2016 0:00,4.709757516,18,10482
11/30/2016 0:00,12/1/2016 0:00,2.977952507,9,6245
12/1/2016 0:00,12/2/2016 0:00,3.353310417,7,7822
12/2/2016 0:00,12/3/2016 0:00,3.295187356,16,7442
12/3/2016 0:00,12/4/2016 0:00,3.704677185,13,8389
12/4/2016 0:00,12/5/2016 0:00,4.591771554,17,10580
12/5/2016 0:00,12/6/2016 0:00,4.056075022,15,8595
12/6/2016 0:00,12/7/2016 0:00,4.076195021,20,9190
12/7/2016 0:00,12/8/2016 0:00,4.780140231,16,11288
12/8/2016 0:00,12/9/2016 0:00,4.098135638,17,9478
12/9/2016 0:00,12/10/2016 0:00,4.264619621,13,10204
12/10/2016 0:00,12/11/2016 0:00,5.128804034,23,12194
12/11/2016 0:00,12/12/2016 0:00,6.833709884,14,16432
12/12/2016 0:00,12/13/2016 0:00,3.469525471,15,7989
12/13/2016 0:00,12/14/2016 0:00,3.655899547,17,8725
12/14/2016 0:00,12/15/2016 0:00,4.673102829,15,11176
12/15/2016 0:00,12/16/2016 0:00,6.35651545,29,15189
12/16/2016 0:00,12/17/2016 0:00,3.972786427,19,8474
12/17/2016 0:00,12/18/2016 0:00,2.493140062,8,6041
12/18/2016 0:00,12/19/2016 0:00,5.270799779,21,12375
12/19/2016 0:00,12/20/2016 0:00,3.475490635,17,8721
12/20/2016 0:00,12/21/2016 0:00,3.611055188,17,8669
12/21/2016 0:00,12/22/2016 0:00,2.789335282,14,6524
12/22/2016 0:00,12/23/2016 0:00,3.16805481,15,7114
12/23/2016 0:00,12/24/2016 0:00,3.512754265,5,8079
12/24/2016 0:00,12/25/2016 0:00,1.234099111,0,2874
12/25/2016 0:00,12/26/2016 0:00,0.162625268,1,374
12/26/2016 0:00,12/27/2016 0:00,2.050848047,7,4912
12/27/2016 0:00,12/28/2016 0:00,5.503695916,18,12518
12/28/2016 0:00,12/29/2016 0:00,6.193386871,12,14493
12/29/2016 0:00,12/30/2016 0:00,4.66938703,14,11482
12/30/2016 0:00,12/31/2016 0:00,3.842876352,6,9334
12/31/2016 0:00,1/1/2017 0:00,4.112918059,12,10277
1/1/2017 0:00,1/2/2017 0:00,4.943927464,11,11504
1/2/2017 0:00,1/3/2017 0:00,4.881535582,25,11118
1/3/2017 0:00,1/4/2017 0:00,3.118674441,11,6816
1/4/2017 0:00,1/5/2017 0:00,3.698550465,18,8681
1/5/2017 0:00,1/6/2017 0:00,2.859609698,11,6674
1/6/2017 0:00,1/7/2017 0:00,3.568547184,11,8378
1/7/2017 0:00,1/8/2017 0:00,3.906604182,17,8866
1/8/2017 0:00,1/9/2017 0:00,5.297810785,18,12518
1/9/2017 0:00,1/10/2017 0:00,3.074588155,17,7161
1/10/2017 0:00,1/11/2017 0:00,3.606394904,15,8152
1/11/2017 0:00,1/12/2017 0:00,3.875684751,11,8779
1/12/2017 0:00,1/13/2017 0:00,3.845287272,6,9011
1/13/2017 0:00,1/14/2017 0:00,3.69884251,7,8017
1/14/2017 0:00,1/15/2017 0:00,4.663626919,15,10448
1/15/2017 0:00,1/16/2017 0:00,2.654789778,16,5979
1/16/2017 0:00,1/17/2017 0:00,4.142010658,19,9736
1/17/2017 0:00,1/18/2017 0:00,4.23160617,16,9615
1/18/2017 0:00,1/19/2017 0:00,2.78859585,15,6150
1/19/2017 0:00,1/20/2017 0:00,2.870616848,12,6542
1/20/2017 0:00,1/21/2017 0:00,3.167278096,17,7175
1/21/2017 0:00,1/22/2017 0:00,6.640577571,20,16463
1/22/2017 0:00,1/23/2017 0:00,3.646280721,18,9297
1/23/2017 0:00,1/24/2017 0:00,2.868386125,30,7045
1/24/2017 0:00,1/25/2017 0:00,2.716911911,15,6408
1/25/2017 0:00,1/26/2017 0:00,4.041773034,11,9456
1/26/2017 0:00,1/27/2017 0:00,4.121604828,17,10096
1/27/2017 0:00,1/28/2017 0:00,1.807730355,10,4747
1/28/2017 0:00,1/29/2017 0:00,3.966336594,13,9411
1/29/2017 0:00,1/30/2017 0:00,4.177447457,12,10310
1/30/2017 0:00,1/31/2017 0:00,3.661025859,19,8343
1/31/2017 0:00,2/1/2017 0:00,2.389178957,16,6185
2/1/2017 0:00,2/2/2017 0:00,3.423693132,14,7829
2/2/2017 0:00,2/3/2017 0:00,2.922625616,9,6961
2/3/2017 0:00,2/4/2017 0:00,2.478972799,9,6280
2/4/2017 0:00,2/5/2017 0:00,3.59647782,11,8587
2/5/2017 0:00,2/6/2017 0:00,4.277649775,14,10413
2/6/2017 0:00,2/7/2017 0:00,2.8539641,12,7357
2/7/2017 0:00,2/8/2017 0:00,2.857449992,19,6600
2/8/2017 0:00,2/9/2017 0:00,3.439488388,10,7862
2/9/2017 0:00,2/10/2017 0:00,2.851842153,18,6359
2/10/2017 0:00,2/11/2017 0:00,1.616776774,12,4112
2/11/2017 0:00,2/12/2017 0:00,3.771157689,12,10024
2/12/2017 0:00,2/13/2017 0:00,3.635071184,14,9826
2/13/2017 0:00,2/14/2017 0:00,4.314621361,30,10063
2/14/2017 0:00,2/15/2017 0:00,3.232385369,17,7265
2/15/2017 0:00,2/16/2017 0:00,3.392810984,15,8137
2/16/2017 0:00,2/17/2017 0:00,2.190973465,13,6043
2/17/2017 0:00,2/18/2017 0:00,3.898569852,10,8677
2/18/2017 0:00,2/19/2017 0:00,4.597475656,16,10843
2/19/2017 0:00,2/20/2017 0:00,3.150115824,12,8567
2/20/2017 0:00,2/21/2017 0:00,3.37146067,19,8851
2/21/2017 0:00,2/22/2017 0:00,2.492720904,15,5835
2/22/2017 0:00,2/23/2017 0:00,3.233162083,16,7970
2/23/2017 0:00,2/24/2017 0:00,2.315446542,8,5315
2/24/2017 0:00,2/25/2017 0:00,2.873444087,9,6779
2/25/2017 0:00,2/26/2017 0:00,4.36952572,11,10867
2/26/2017 0:00,2/27/2017 0:00,3.972600016,25,9755
2/27/2017 0:00,2/28/2017 0:00,3.316559923,13,7940
2/28/2017 0:00,3/1/2017 0:00,3.002198411,9,6996
3/1/2017 0:00,3/2/2017 0:00,4.255864501,13,9808
3/2/2017 0:00,3/3/2017 0:00,5.148395868,24,11979
3/3/2017 0:00,3/4/2017 0:00,2.357792989,14,5869
3/4/2017 0:00,3/5/2017 0:00,2.900026346,10,6825
3/5/2017 0:00,3/6/2017 0:00,2.494948252,8,6031
3/6/2017 0:00,3/7/2017 0:00,2.853926817,15,6770
3/7/2017 0:00,3/8/2017 0:00,1.947843345,8,4453
3/8/2017 0:00,3/9/2017 0:00,3.922522226,12,9903
3/9/2017 0:00,3/10/2017 0:00,1.894846596,16,5172
3/10/2017 0:00,3/11/2017 0:00,2.347658425,14,5286
3/11/2017 0:00,3/12/2017 0:00,2.33122937,9,5537
3/12/2017 0:00,3/13/2017 0:00,5.910271514,27,13946
3/13/2017 0:00,3/14/2017 0:00,3.403722262,13,8792
3/14/2017 0:00,3/15/2017 0:00,2.084520152,16,5263
3/15/2017 0:00,3/16/2017 0:00,3.069679323,24,7111
3/16/2017 0:00,3/17/2017 0:00,2.303802046,14,5387
3/17/2017 0:00,3/18/2017 0:00,1.627364939,7,4356
3/18/2017 0:00,3/19/2017 0:00,0.668191512,1,1827
3/19/2017 0:00,3/20/2017 0:00,5.923978963,13,15295
3/20/2017 0:00,3/21/2017 0:00,2.89713697,13,6708
3/21/2017 0:00,3/22/2017 0:00,2.092063599,9,4672
3/22/2017 0:00,3/23/2017 0:00,3.273004404,31,7653
3/23/2017 0:00,3/24/2017 0:00,2.167473206,8,5075
3/24/2017 0:00,3/25/2017 0:00,1.833473763,12,4696
3/25/2017 0:00,3/26/2017 0:00,3.424612761,12,7938
3/26/2017 0:00,3/27/2017 0:00,3.375741917,12,8880
3/27/2017 0:00,3/28/2017 0:00,2.937202985,14,7343
3/28/2017 0:00,3/29/2017 0:00,2.872033574,12,6468
3/29/2017 0:00,3/30/2017 0:00,4.296868786,17,10695
3/30/2017 0:00,3/31/2017 0:00,2.022134485,7,5294
3/31/2017 0:00,4/1/2017 0:00,1.946470115,12,5183
4/1/2017 0:00,4/2/2017 0:00,3.565615133,21,9428
4/2/2017 0:00,4/3/2017 0:00,2.802210093,10,8032
4/3/2017 0:00,4/4/2017 0:00,2.852025422,12,7022
4/4/2017 0:00,4/5/2017 0:00,2.492607792,14,6186
4/5/2017 0:00,4/6/2017 0:00,3.060956896,13,7417
4/6/2017 0:00,4/7/2017 0:00,2.354990605,15,6553
4/7/2017 0:00,4/8/2017 0:00,1.668114462,13,4433
4/8/2017 0:00,4/9/2017 0:00,5.705765828,23,13597
4/9/2017 0:00,4/10/2017 0:00,3.582956782,14,9616
4/10/2017 0:00,4/11/2017 0:00,2.694507824,10,6454
4/11/2017 0:00,4/12/2017 0:00,2.238663704,8,5040
4/12/2017 0:00,4/13/2017 0:00,2.601476129,12,5608
4/13/2017 0:00,4/14/2017 0:00,2.33253425,10,5097
4/14/2017 0:00,4/15/2017 0:00,7.035606519,13,16064
4/15/2017 0:00,4/16/2017 0:00,3.615479351,13,10085
4/16/2017 0:00,4/17/2017 0:00,6.438070419,16,15205
4/17/2017 0:00,4/18/2017 0:00,3.889907938,14,8744
4/18/2017 0:00,4/19/2017 0:00,3.709281546,11,8899
4/19/2017 0:00,4/20/2017 0:00,4.434440368,15,10807
4/20/2017 0:00,4/21/2017 0:00,3.446696294,13,9289
4/21/2017 0:00,4/22/2017 0:00,1.957381393,5,4781
4/22/2017 0:00,4/23/2017 0:00,3.550676549,7,9279
4/23/2017 0:00,4/24/2017 0:00,4.030692009,13,10550
4/24/2017 0:00,4/25/2017 0:00,2.744087032,12,7118
4/25/2017 0:00,4/26/2017 0:00,2.391086057,12,6569
4/26/2017 0:00,4/27/2017 0:00,2.628350433,12,6900
4/27/2017 0:00,4/28/2017 0:00,2.094306749,8,5753
4/28/2017 0:00,4/29/2017 0:00,2.267197069,9,5250
4/29/2017 0:00,4/30/2017 0:00,2.531988189,12,5769
4/30/2017 0:00,5/1/2017 0:00,5.98373623,12,13631
5/1/2017 0:00,5/2/2017 0:00,3.569547592,13,7816
5/2/2017 0:00,5/3/2017 0:00,2.915237513,10,6592
5/3/2017 0:00,5/4/2017 0:00,2.922812028,11,6464
5/4/2017 0:00,5/5/2017 0:00,4.151082677,12,9227
5/5/2017 0:00,5/6/2017 0:00,2.519144446,10,5788
5/6/2017 0:00,5/7/2017 0:00,2.133428279,3,5049
5/7/2017 0:00,5/8/2017 0:00,2.521698282,7,5871
5/8/2017 0:00,5/9/2017 0:00,2.944423318,11,7437
5/9/2017 0:00,5/10/2017 0:00,2.051189802,13,4954
5/10/2017 0:00,5/11/2017 0:00,2.508270451,10,6962
5/11/2017 0:00,5/12/2017 0:00,1.706825887,8,4125
5/12/2017 0:00,5/13/2017 0:00,2.379553408,10,6178
5/13/2017 0:00,5/14/2017 0:00,2.605670385,12,6901
5/14/2017 0:00,5/15/2017 0:00,5.651712748,19,13413
5/15/2017 0:00,5/16/2017 0:00,1.520271614,13,4119
